HUC_12,waterid,Year,observed_load_kg_yr,predicted_load_kg_yr,observed_yield_kg_km2_yr,predicted_yield_kg_km2_yr,demiarea,demtarea
70101061108,7010106110810,2010,624177.075860155,674715.8,22545.737072352444,24371.233122265665,27.684926594197517,8474.026621723227
70101061108,7010106110811,2011,627377.162866754,717710.75,22661.326579000066,25924.242477508502,27.684926594197517,8474.026621723227
70101061108,7010106110812,2012,486471.7397856722,491207.25,17571.718607613424,17742.768734772522,27.684926594197517,8474.026621723227
70101061108,7010106110813,2013,621697.2424823052,858544.5,22456.163658841222,31011.26156426011,27.684926594197517,8474.026621723227
70101061108,7010106110814,2014,725451.5873736705,989941.8,26203.84724175927,35757.42910611444,27.684926594197517,8474.026621723227
70101061108,7010106110815,2015,597166.7245875846,499259.75,21570.103231292105,18033.630983317827,27.684926594197517,8474.026621723227
70101061108,7010106110816,2016,708626.4911975892,539288.5,25596.112338838935,19479.499003368477,27.684926594197517,8474.026621723227
70101061108,7010106110817,2017,802116.5779627854,670929.6,28973.043335823797,24234.47278132282,27.684926594197517,8474.026621723227
70101061108,7010106110818,2018,761793.4187569278,672277.6,27516.54103777151,24283.163537117798,27.684926594197517,8474.026621723227
70101061108,7010106110819,2019,814565.760246497,1054131.4,29422.71699637527,38076.004876275714,27.684926594197517,8474.026621723227
70101061108,7010106110820,2020,818660.9941447466,616256.2,29570.639870012503,22259.629184971764,27.684926594197517,8474.026621723227
70200080803,7020008080301,2001,6645451.31256922,4568369.0,63258.50180774276,43486.614385142384,105.05230321082036,3386.259891664228
70200100606,7020010060601,2001,5726748.152410921,3093564.5,96340.84715859848,52042.90755204501,59.4425762416581,2205.1973158933806
70200080803,7020008080302,2002,3516053.170671815,2941445.5,33469.54862679929,27999.819233825536,105.05230321082036,3386.259891664228
70200100606,7020010060602,2002,1229423.921975916,2010973.9,20682.547757987653,33830.53069275763,59.4425762416581,2205.1973158933806
70200080803,7020008080303,2003,1633374.6657981628,2048445.6,15548.204236134497,19499.292613215268,105.05230321082036,3386.259891664228
70200100606,7020010060603,2003,1730245.3326478165,1487282.2,29107.845622532743,25020.486897364553,59.4425762416581,2205.1973158933806
70200080803,7020008080304,2004,3379227.308934726,3609011.0,32167.093967975627,34354.42050953789,105.05230321082036,3386.259891664228
70200100606,7020010060604,2004,3343960.360385812,2917791.2,56255.30674833576,49085.880600766686,59.4425762416581,2205.1973158933806
70200080803,7020008080305,2005,5269367.0005842345,3698681.0,50159.461901654824,35207.99532188683,105.05230321082036,3386.259891664228
70200100606,7020010060605,2005,5498035.32568587,3749149.5,92493.22074020033,63071.78687475105,59.4425762416581,2205.1973158933806
70200080803,7020008080306,2006,8080355.624537557,2500903.5,76917.45328345436,23806.270053700333,105.05230321082036,3386.259891664228
70200100606,7020010060606,2006,5206002.94497015,2531288.0,87580.37208558463,42583.75326313737,59.4425762416581,2205.1973158933806
70200080803,7020008080307,2007,4060884.9469101657,3951074.5,38655.83926095107,37610.54616833037,105.05230321082036,3386.259891664228
70200100606,7020010060607,2007,2949885.070993544,2963272.2,49625.794464241735,49851.005581472455,59.4425762416581,2205.1973158933806
70200080803,7020008080308,2008,3667349.630030423,3368887.8,34909.749885928126,32068.67148109329,105.05230321082036,3386.259891664228
70200100606,7020010060608,2008,3531874.603825171,2906284.0,59416.58028862465,48892.29545140811,59.4425762416581,2205.1973158933806
70200080803,7020008080309,2009,832798.6900704709,2520981.2,7927.467219820964,23997.39104187808,105.05230321082036,3386.259891664228
70200100606,7020010060609,2009,767094.5299214781,1993349.9,12904.799529598595,33534.0428701513,59.4425762416581,2205.1973158933806
