HUC_12,period,N_surplus_kgN_ha_yr,Manure_surplus_kgN_ha_yr,Fertilizer_surplus_kgN_ha_yr,Fix_surplus_kgN_ha_yr,ndep_surplus_kgN_ha_yr,Human_kgN_ha_yr,Total_Uptake_kgN_ha_yr
70101010203,2016-2020,8.419507953407669,1.6556686600915431,0.9938883773950046,3.3761184067131653,6.64399971733326,0.1714472616872479,4.421614469812555
70101010204,2001-2005,13.233449837630493,4.444113474572417,3.24777291865675,4.96046286503821,7.482000012793395,0.1883406104652815,7.08924004389556
70101010204,2016-2020,9.395790308878759,2.6678400342294397,1.5802562708070356,5.44006379639738,6.644000039801673,0.1883406104652815,7.124710442822052
70101010205,2001-2005,10.754531521049644,2.17735776054038,1.682320218788473,2.4356864236935865,7.9325057062796915,0.24181376477601688,3.715152353028503
70101010205,2016-2020,8.884679276926216,1.366292588331354,1.084193802423545,2.7553737845160327,7.048931093193289,0.2538194959916864,3.623931487529691
70101010206,2001-2005,14.803652147846368,2.6312956332640405,7.467158209562562,2.5397295337206924,8.660974773377863,0.32669135939203925,6.822197361470829
70101010206,2016-2020,11.924319111897876,1.8298146288423527,6.230573864253553,2.2424644145736776,7.729546792998569,0.351330406663202,6.459410995433478
70101010207,2001-2005,13.597755259181369,6.514656844063845,3.441089037945828,7.502559798690818,7.422407555819584,0.4269770399227717,11.709935017261477
70101010207,2016-2020,12.923763490783603,4.034284069001076,3.98738566197487,8.133268836307389,6.543530553656295,0.6388379046359397,10.413543534791966
70101010301,2001-2005,12.057060349478208,1.382682988694035,3.9333649131426958,1.334500573553949,8.666000091247218,0.32563289179817845,3.58512110895787
70101010301,2016-2020,9.43776948141707,0.6278064494403505,2.1725450594247517,0.7693859469506048,7.734000696303184,0.3502447109201195,2.216213381621941
70101010302,2001-2005,10.86721364183499,0.8434373314118446,2.3972135762729305,0.8140460392398298,8.666000014985613,0.3334424499355618,2.1869257700107894
70101010302,2016-2020,8.355488977651767,0.11703836192255432,0.41552940915002845,0.14343222693714033,7.734000484534846,0.3586444903517623,0.41315599524456526
70101010303,2001-2005,14.445980504034619,2.4412719215808054,6.9991214055230255,2.356200899472629,8.665999689461298,0.31329425721321474,6.329907669216352
70101010303,2016-2020,11.47017150623529,1.5956067286109659,5.48078660951665,1.9554393305439333,7.734001297997298,0.3369735228300427,5.632635983263598
70101010304,2001-2005,11.6918097561143,1.2225542142528445,3.4694940569569943,1.1799518222630103,8.665999871883368,0.32373761403034007,3.169927823272256
70101010304,2016-2020,9.996075494605375,0.8984953158990127,3.0860240257089555,1.1011191249372492,7.734000520310408,0.3482061383555053,3.171769630605757
70101010305,2001-2005,11.815693365358838,1.3183260300580195,3.740879851696538,1.2721960778329886,8.665999707988664,0.23565685795802693,3.417365160175398
70101010305,2016-2020,9.383488490534763,0.6542769637762331,2.2495737262800626,0.8018259684244791,7.734000411688113,0.2534681394988415,2.309656719132966
70101010306,2001-2005,14.58433886966758,3.274888354424931,6.672729999762922,3.370679114475723,8.453900734977617,0.389289238039127,7.5771485720127405
70101010306,2016-2020,11.705327355040662,1.9001956487818528,4.803676597868444,2.880845789213154,7.532457823530045,0.6333195289632834,6.0451680333161155
70101010401,2001-2005,11.587990987287492,5.093176228430135,1.9341908329665056,5.919008005401234,7.2539997413369806,0.3232323232323232,8.935616144079685
70101010401,2016-2020,11.31412055875048,3.3761210740214644,2.784316331582974,6.959474190691639,6.38000025208684,0.3451178451178451,8.530909134750281
70101010402,2001-2005,12.571781185963886,6.318673175477805,2.4033933329082453,7.345139464203145,7.254000113189735,0.3375980174938348,11.087022917308877
70101010402,2016-2020,13.07032979266711,4.676759498304563,3.8299382314435055,9.640586226495069,6.380000096331689,0.3604562479529516,11.817410507860666
70101010403,2001-2005,9.803682123263835,2.686687977603131,1.162071563235334,3.1224156040320574,7.254000071834618,0.29200793165809824,4.713501025099403
70101010403,2016-2020,9.412873988976298,1.9501192309036413,1.6786698692124595,4.019940027801939,6.379999834974528,0.3117793179885531,4.9276342919048215
70101010404,2001-2005,9.352329987507323,2.241127924391608,0.8550498914822062,2.6027830972071584,7.254000199125542,0.3298568493890659,3.9304879740882592
70101010404,2016-2020,7.773805017533375,0.732904569083853,0.6498437935256128,1.5107961261608598,6.380000169468547,0.3521909237942313,1.8519305644997286
70101010405,2001-2005,9.715128189876385,2.658595406594572,1.0505530618630394,3.088471592716285,7.254000054667621,0.3266768412634515,4.6631687672285835
70101010405,2016-2020,8.167360088681647,0.9983816106406381,0.9048854449323114,2.0580457899305555,6.379999685247031,0.348795624685247,2.522748066754135
70101010406,2001-2005,9.878946385612004,2.916527866874389,1.1400195232700858,3.3885357958363884,7.254000040093476,0.29578886060071474,5.11592570106305
70101010406,2016-2020,9.02249020812332,1.66201747025446,1.438252259792354,3.4260528832936217,6.379999799532625,0.3158162136581287,4.199648418407869
70101010407,2001-2005,9.187022921799258,2.027612883768679,0.7848481882229249,2.3564516592297204,7.254000014824479,0.32133585805006226,3.5572256822966084
70101010407,2016-2020,7.927098804452162,0.8479297963672616,0.7507495337238347,1.7479069689871918,6.380000111183586,0.3430929744944853,2.142580580304198
70101010408,2001-2005,9.369508286104141,2.3188392500307424,0.8803521888571539,2.6949090495111903,7.254000015371372,0.2895582988117929,4.068150516478111
70101010408,2016-2020,8.480679508927887,1.2973723119312592,1.0980127727698057,2.6743796690543533,6.379999634929907,0.3091638117544884,3.2782486915119278
70101010409,2001-2005,8.483473700757298,1.1274830253169221,0.42532262838111734,1.3074603616966392,7.254000082915684,0.34487546524911555,1.9756678628021813
70101010409,2016-2020,7.401871535823029,0.45241129173422756,0.4118113067914854,0.9325924509876181,6.379999884839327,0.3682264220039799,1.1431698205336087
70101010410,2001-2005,8.405590496290543,1.0362990291508667,0.3958374816960658,1.201319681913597,7.384756208525189,0.20922209470011172,1.821843999695287
70101010410,2016-2020,7.105858827386362,0.18893174391526438,0.1827410577048717,0.3894604518638271,6.601941169251084,0.2201841773862828,0.47739977273496753
70101010411,2001-2005,8.577666574279315,1.3236169952039092,0.5092772425647867,1.5374842204090249,7.254000098033302,0.27487875920004823,2.3215907411317565
70101010411,2016-2020,7.762306940380671,0.7574594670004827,0.6839211953652871,1.5614131500361967,6.379999509833494,0.2934903767118123,1.913976758566602
70101010501,2001-2005,13.068617800295845,6.899604313898704,2.6725676879163904,8.020209782648703,7.254000052911513,0.3283674871402017,12.10613152421967
