waterid,HUC_12,Year,feature_Precipitation_mm,feature_Tile_Drainage_pct,feature_Clay_Soil_pct,feature_Air_Temperature_degC,feature_CRP_pct,feature_No_Till_pct,feature_Cover_Crop_pct,feature_Forest_pct,feature_Wetlands_pct,SHAP_Precipitation_mm,SHAP_Tile_Drainage_pct,SHAP_Clay_Soil_pct,SHAP_Air_Temperature_degC,SHAP_CRP_pct,SHAP_No_Till_pct,SHAP_Cover_Crop_pct,SHAP_Forest_pct,SHAP_Wetlands_pct
7080202010106,70802020101,2006,-55.652927,28.286327,2.8394828,-0.11071281,-0.011447799,28.383017,0.0,2.8529513,3.4357433,-0.028899509459733963,0.05344638228416443,0.0015898228157311678,0.01365531887859106,0.005643337965011597,0.035213638097047806,0.003444105386734009,0.035227805376052856,-0.013506696559488773
7010204020905,70102040209,2005,-28.982231,27.91626,-7.475591,-1.2400469,2.6486366,-10.122729,0.6487793,1.2510216,2.8716009,-0.021102184429764748,0.0504441075026989,0.07199889421463013,0.04760386422276497,-0.00333610363304615,-0.02240544743835926,0.0016715078381821513,0.04625318944454193,-0.002237792359665036
7010201050103,70102010501,2003,-281.6799,-18.456167,-13.409424,-2.787441,-1.8529614,-3.2599847,0.9231041,4.884505,20.442019,-0.054970722645521164,-0.0734153687953949,0.09485143423080444,0.06365884095430374,0.018243420869112015,-0.007503575645387173,0.0005200455198064446,0.014303830452263355,-0.2315163016319275
7080103040202,70801030402,2002,75.21538,22.906054,2.0679317,0.7863411,1.6032847,17.32825,0.0,1.3762805,3.560986,0.009155659936368465,0.035206764936447144,0.006883078720420599,-0.013698640279471874,0.0006158867618069053,0.018528155982494354,0.0034334836527705193,0.04606044292449951,-0.016519373282790184
7010207010402,70102070104,2002,-25.258905,-22.992533,-12.916144,-3.5208435,-2.620729,-26.789396,0.0,38.48745,31.173086,-0.008542395196855068,-0.07522904127836227,0.0761275589466095,0.06723733246326447,0.02404303476214409,-0.018752824515104294,0.0023021528031677008,-0.16386325657367706,-0.2697908282279968
7070004040412,70700040404,2012,-233.33145,-20.910437,-6.428868,1.0697763,-0.9441176,3.2106047,0.0,42.90049,6.0612655,-0.04078875482082367,-0.0773417055606842,0.04762353003025055,-0.01380137074738741,0.0112649230286479,3.2103962439578027e-05,0.0023389875423163176,-0.2017689347267151,-0.0429946668446064
7080107080118,70801070801,2018,108.11468,-5.0701723,9.70749,1.2500721,7.496471,43.2106,0.0,10.095712,1.1383109,0.01652633212506771,-0.05667779594659805,-0.04005526006221771,-0.025655612349510193,-0.02190418168902397,0.04634694755077362,0.0030330405570566654,-0.018575496971607208,0.03171087056398392
7070005100215,70700051002,2015,14.9909315,-22.411901,-1.9978611,-0.58880013,-0.44386974,-26.789396,0.36752477,51.91223,1.5621954,-0.004512948915362358,-0.079461969435215,0.026484457775950432,0.018047917634248734,0.007551348768174648,-0.02232501097023487,0.0015934132970869541,-0.254884272813797,0.008715336211025715
7060005040209,70600050402,2009,200.89592,-22.721481,2.1256902,-0.7472232,2.6143768,-26.789396,0.02395924,42.5124,0.83203906,0.027388129383325577,-0.08835779130458832,0.0072250510565936565,0.02378343977034092,-0.007988085970282555,-0.028750408440828323,0.0021130710374563932,-0.21815918385982513,0.021907169371843338
7090001060704,70900010607,2004,-12.951592,-6.378427,-0.5691684,-0.65535474,-0.48737913,-26.789396,0.049508393,4.610282,5.7189693,-0.014250479638576508,-0.05920180678367615,0.024704521521925926,0.025364764034748077,0.00856717023998499,-0.044216006994247437,0.0022857077419757843,0.019478080794215202,-0.061234019696712494
7130012010516,71300120105,2016,3.428601,-0.7650741,8.540079,4.396075,-0.1820322,-1.2791928,3.4233627,16.08074,1.1383102,-0.009572370909154415,-0.04076767340302467,-0.035548046231269836,-0.10039356350898743,0.007011370733380318,-0.008894316852092743,-0.003571012057363987,-0.0598730705678463,0.029498212039470673
7140105050114,71401050501,2014,183.8752,-22.968643,3.2347505,4.0413976,-0.13998188,-26.789396,0.0050200517,58.653446,0.57061255,0.0200650691986084,-0.08262573927640915,0.0006933046388439834,-0.06864751130342484,0.00600019795820117,-0.019977709278464317,0.002417527139186859,-0.29608994722366333,0.019757302477955818
7010204030603,70102040306,2003,-344.91504,10.565779,-3.907918,-2.0546515,1.1981403,5.3534603,0.28516516,5.559516,10.9374895,-0.08762380480766296,-0.009211907163262367,0.04717586189508438,0.05836023762822151,-0.001482041901908815,-2.1323263354133815e-05,0.00155511440243572,0.010555943474173546,-0.15700064599514008
